canonical_name,kgis_code,year,month,category,count,expected,anomaly_score,reason
Dharwad,09,2017,7,CrPC,704,139.2,0.9488,"Jul 2017: 704 Crpc in Dharwad vs ~139 expected (5.1x, z=5.8) - spike."
Mysuru,26,2018,4,CrPC,1738,384.6,0.942,"Apr 2018: 1,738 Crpc in Mysuru vs ~385 expected (4.5x, z=6.3) - spike."
Uttara Kannada,10,2017,12,RIOTS,69,14.8,0.942,"Dec 2017: 69 Riots in Uttara Kannada vs ~15 expected (4.7x, z=7.5) - spike."
Ramanagara,29,2022,2,Karnataka State Local Act,197,43.6,0.9396,"Feb 2022: 197 Karnataka State Local Act in Ramanagara vs ~44 expected (4.5x, z=5.6) - spike."
Tumakuru,18,2017,10,Karnataka State Local Act,255,57.8,0.9396,"Oct 2017: 255 Karnataka State Local Act in Tumakuru vs ~58 expected (4.4x, z=5.2) - spike."
Dharwad,09,2021,5,Karnataka State Local Act,136,28.8,0.9396,"May 2021: 136 Karnataka State Local Act in Dharwad vs ~29 expected (4.7x, z=5.1) - spike."
Haveri,11,2016,2,Karnataka State Local Act,77,18.0,0.9334,"Feb 2016: 77 Karnataka State Local Act in Haveri vs ~18 expected (4.3x, z=5.7) - spike."
Dharwad,09,2021,6,Karnataka State Local Act,128,29.6,0.9322,"Jun 2021: 128 Karnataka State Local Act in Dharwad vs ~30 expected (4.3x, z=4.6) - spike."
Hassan,23,2018,4,Karnataka State Local Act,309,75.5,0.9309,"Apr 2018: 309 Karnataka State Local Act in Hassan vs ~76 expected (4.1x, z=6.7) - spike."
Hassan,23,2020,4,KARNATAKA POLICE ACT 1963,100,25.0,0.9291,"Apr 2020: 100 Karnataka Police Act 1963 in Hassan vs ~25 expected (4.0x, z=5.8) - spike."
Dakshina Kannada,24,2021,5,Karnataka State Local Act,114,27.5,0.9285,"May 2021: 114 Karnataka State Local Act in Dakshina Kannada vs ~28 expected (4.1x, z=5.4) - spike."
Bengaluru Urban,20,2016,8,PUBLIC SAFETY,2479,526.4,0.926,"Aug 2016: 2,479 Public Safety in Bengaluru Urban vs ~526 expected (4.7x, z=4.4) - spike."
Raichur,06,2017,7,CrPC,897,188.4,0.9217,"Jul 2017: 897 Crpc in Raichur vs ~188 expected (4.8x, z=4.2) - spike."
Gadag,08,2017,10,Karnataka State Local Act,113,30.0,0.9217,"Oct 2017: 113 Karnataka State Local Act in Gadag vs ~30 expected (3.8x, z=4.8) - spike."
Kolar,19,2021,5,Karnataka State Local Act,91,24.4,0.9211,"May 2021: 91 Karnataka State Local Act in Kolar vs ~24 expected (3.7x, z=5.0) - spike."
Dharwad,09,2016,11,CHEATING,54,15.4,0.9175,"Nov 2016: 54 Cheating in Dharwad vs ~15 expected (3.5x, z=5.9) - spike."
Ramanagara,29,2020,4,KARNATAKA POLICE ACT 1963,85,24.2,0.915,"Apr 2020: 85 Karnataka Police Act 1963 in Ramanagara vs ~24 expected (3.5x, z=5.5) - spike."
Davanagere,14,2021,5,Karnataka State Local Act,115,33.5,0.915,"May 2021: 115 Karnataka State Local Act in Davanagere vs ~34 expected (3.4x, z=5.5) - spike."
Uttara Kannada,10,2022,5,Karnataka State Local Act,73,20.6,0.9126,"May 2022: 73 Karnataka State Local Act in Uttara Kannada vs ~21 expected (3.5x, z=4.9) - spike."
Raichur,06,2023,6,THEFT,106,29.6,0.9102,"Jun 2023: 106 Theft in Raichur vs ~30 expected (3.6x, z=4.6) - spike."
Kalaburagi,04,2023,3,Karnataka State Local Act,143,45.0,0.9089,"Mar 2023: 143 Karnataka State Local Act in Kalaburagi vs ~45 expected (3.2x, z=5.1) - spike."
Shivamogga,15,2018,2,CrPC,2244,646.0,0.9077,"Feb 2018: 2,244 Crpc in Shivamogga vs ~646 expected (3.5x, z=4.5) - spike."
Dakshina Kannada,24,2023,12,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,150,37.5,0.9035,"Dec 2023: 150 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~38 expected (4.0x, z=4.0) - spike."
Kolar,19,2018,2,CrPC,929,275.2,0.9023,"Feb 2018: 929 Crpc in Kolar vs ~275 expected (3.4x, z=4.3) - spike."
Belagavi,01,2018,2,CrPC,1271,358.0,0.9011,"Feb 2018: 1,271 Crpc in Belagavi vs ~358 expected (3.6x, z=4.2) - spike."
Tumakuru,18,2021,5,Karnataka State Local Act,243,73.5,0.9005,"May 2021: 243 Karnataka State Local Act in Tumakuru vs ~74 expected (3.3x, z=4.5) - spike."
Hassan,23,2018,4,CrPC,1556,470.8,0.9005,"Apr 2018: 1,556 Crpc in Hassan vs ~471 expected (3.3x, z=4.4) - spike."
Gadag,08,2019,11,Karnataka State Local Act,99,27.5,0.8999,"Nov 2019: 99 Karnataka State Local Act in Gadag vs ~28 expected (3.6x, z=4.2) - spike."
Mandya,22,2018,4,Karnataka State Local Act,215,61.1,0.8987,"Apr 2018: 215 Karnataka State Local Act in Mandya vs ~61 expected (3.5x, z=4.2) - spike."
Bengaluru Urban,20,2017,7,NEGLIGENT ACT,1104,188.0,0.8966,"Jul 2017: 1,104 Negligent Act in Bengaluru Urban vs ~188 expected (5.9x, z=3.5) - spike."
Gadag,08,2017,2,THEFT,69,20.6,0.895,"Feb 2017: 69 Theft in Gadag vs ~21 expected (3.3x, z=4.2) - spike."
Chikkaballapura,28,2019,8,Karnataka State Local Act,265,60.6,0.895,"Aug 2019: 265 Karnataka State Local Act in Chikkaballapura vs ~61 expected (4.4x, z=3.6) - spike."
Udupi,16,2018,1,KARNATAKA POLICE ACT 1963,84,21.8,0.8944,"Jan 2018: 84 Karnataka Police Act 1963 in Udupi vs ~22 expected (3.9x, z=3.8) - spike."
Koppal,07,2018,3,Karnataka State Local Act,109,34.6,0.8944,"Mar 2018: 109 Karnataka State Local Act in Koppal vs ~35 expected (3.2x, z=4.3) - spike."
Uttara Kannada,10,2017,5,CrPC,590,135.8,0.8943,"May 2017: 590 Crpc in Uttara Kannada vs ~136 expected (4.3x, z=3.6) - spike."
Udupi,16,2023,9,CHEATING,32,10.0,0.8938,"Sep 2023: 32 Cheating in Udupi vs ~10 expected (3.2x, z=4.9) - spike."
Ramanagara,29,2020,10,CHEATING,43,13.9,0.8872,"Oct 2020: 43 Cheating in Ramanagara vs ~14 expected (3.1x, z=5.0) - spike."
Bengaluru Urban,20,2023,6,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,1015,277.0,0.8866,"Jun 2023: 1,015 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~277 expected (3.7x, z=3.8) - spike."
Dharwad,09,2023,11,KARNATAKA POLICE ACT 1963,236,84.0,0.886,"Nov 2023: 236 Karnataka Police Act 1963 in Dharwad vs ~84 expected (2.8x, z=5.9) - spike."
Bidar,05,2021,5,Karnataka State Local Act,100,30.9,0.8842,"May 2021: 100 Karnataka State Local Act in Bidar vs ~31 expected (3.2x, z=3.9) - spike."
Koppal,07,2016,12,RIOTS,27,8.2,0.8836,"Dec 2016: 27 Riots in Koppal vs ~8 expected (3.3x, z=4.2) - spike."
Kolar,19,2023,4,KARNATAKA POLICE ACT 1963,45,15.1,0.883,"Apr 2023: 45 Karnataka Police Act 1963 in Kolar vs ~15 expected (3.0x, z=4.6) - spike."
Mandya,22,2018,4,CrPC,1049,283.0,0.8824,"Apr 2018: 1,049 Crpc in Mandya vs ~283 expected (3.7x, z=3.6) - spike."
Udupi,16,2017,8,KARNATAKA POLICE ACT 1963,98,31.2,0.8824,"Aug 2017: 98 Karnataka Police Act 1963 in Udupi vs ~31 expected (3.1x, z=4.1) - spike."
Bagalkote,02,2017,1,Karnataka State Local Act,79,21.1,0.8794,"Jan 2017: 79 Karnataka State Local Act in Bagalkote vs ~21 expected (3.7x, z=3.6) - spike."
Chikkaballapura,28,2022,5,Karnataka State Local Act,286,82.8,0.8644,"May 2022: 286 Karnataka State Local Act in Chikkaballapura vs ~83 expected (3.5x, z=3.6) - spike."
Dharwad,09,2023,8,CYBER CRIME,60,13.5,0.8625,"Aug 2023: 60 Cyber Crime in Dharwad vs ~14 expected (4.4x, z=3.2) - spike."
Chikkaballapura,28,2019,7,Karnataka State Local Act,258,67.6,0.8621,"Jul 2019: 258 Karnataka State Local Act in Chikkaballapura vs ~68 expected (3.8x, z=3.4) - spike."
Kodagu,25,2023,4,Karnataka State Local Act,42,14.4,0.8604,"Apr 2023: 42 Karnataka State Local Act in Kodagu vs ~14 expected (2.9x, z=4.1) - spike."
Shivamogga,15,2017,11,KARNATAKA POLICE ACT 1963,150,54.6,0.8604,"Nov 2017: 150 Karnataka Police Act 1963 in Shivamogga vs ~55 expected (2.7x, z=4.3) - spike."
Tumakuru,18,2018,2,CrPC,690,243.8,0.8598,"Feb 2018: 690 Crpc in Tumakuru vs ~244 expected (2.8x, z=4.0) - spike."
Bengaluru Urban,20,2016,3,PUBLIC SAFETY,1985,523.1,0.8589,"Mar 2016: 1,985 Public Safety in Bengaluru Urban vs ~523 expected (3.8x, z=3.3) - spike."
Mandya,22,2021,4,KARNATAKA POLICE ACT 1963,130,48.2,0.8588,"Apr 2021: 130 Karnataka Police Act 1963 in Mandya vs ~48 expected (2.7x, z=5.2) - spike."
Vijayapura,03,2020,9,Karnataka State Local Act,117,41.0,0.8587,"Sep 2020: 117 Karnataka State Local Act in Vijayapura vs ~41 expected (2.9x, z=4.0) - spike."
Bengaluru Rural,21,2016,8,Karnataka State Local Act,92,26.5,0.8556,"Aug 2016: 92 Karnataka State Local Act in Bengaluru Rural vs ~26 expected (3.5x, z=3.5) - spike."
Chitradurga,13,2021,5,PUBLIC SAFETY,519,189.0,0.8528,"May 2021: 519 Public Safety in Chitradurga vs ~189 expected (2.7x, z=4.1) - spike."
Bengaluru Urban,20,2023,4,PUBLIC SAFETY,1870,462.9,0.852,"Apr 2023: 1,870 Public Safety in Bengaluru Urban vs ~463 expected (4.0x, z=3.2) - spike."
Mysuru,26,2020,4,KARNATAKA POLICE ACT 1963,118,44.4,0.8506,"Apr 2020: 118 Karnataka Police Act 1963 in Mysuru vs ~44 expected (2.7x, z=4.7) - spike."
Chikkaballapura,28,2019,9,Karnataka State Local Act,249,67.4,0.8489,"Sep 2019: 249 Karnataka State Local Act in Chikkaballapura vs ~67 expected (3.7x, z=3.2) - spike."
Chikkamagaluru,17,2021,5,Karnataka State Local Act,140,53.5,0.8488,"May 2021: 140 Karnataka State Local Act in Chikkamagaluru vs ~54 expected (2.6x, z=4.6) - spike."
Haveri,11,2017,6,CrPC,1075,374.3,0.8469,"Jun 2017: 1,075 Crpc in Haveri vs ~374 expected (2.9x, z=3.8) - spike."
Chikkaballapura,28,2018,3,CrPC,778,230.8,0.8448,"Mar 2018: 778 Crpc in Chikkaballapura vs ~231 expected (3.4x, z=3.3) - spike."
Ballari,12,2018,12,CHEATING,25,8.8,0.8447,"Dec 2018: 25 Cheating in Ballari vs ~9 expected (2.9x, z=4.3) - spike."
Kodagu,25,2020,1,POCSO,18,6.1,0.8441,"Jan 2020: 18 Pocso in Kodagu vs ~6 expected (2.9x, z=4.4) - spike."
Belagavi,01,2018,3,CrPC,768,148.2,0.8423,"Mar 2018: 768 Crpc in Belagavi vs ~148 expected (5.2x, z=2.8) - spike."
Ramanagara,29,2021,4,CHEATING,39,14.3,0.8394,"Apr 2021: 39 Cheating in Ramanagara vs ~14 expected (2.7x, z=4.3) - spike."
Dakshina Kannada,24,2021,2,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,133,40.5,0.8365,"Feb 2021: 133 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~40 expected (3.3x, z=3.3) - spike."
Shivamogga,15,2018,2,Karnataka State Local Act,144,47.4,0.8338,"Feb 2018: 144 Karnataka State Local Act in Shivamogga vs ~47 expected (3.0x, z=3.5) - spike."
Koppal,07,2018,4,KARNATAKA POLICE ACT 1963,125,43.0,0.8338,"Apr 2018: 125 Karnataka Police Act 1963 in Koppal vs ~43 expected (2.9x, z=3.6) - spike."
Vijayanagara,31,2018,3,CrPC,396,117.5,0.8325,"Mar 2018: 396 Crpc in Vijayanagara vs ~118 expected (3.4x, z=3.2) - spike."
Bengaluru Urban,20,2017,8,NEGLIGENT ACT,885,174.4,0.8314,"Aug 2017: 885 Negligent Act in Bengaluru Urban vs ~174 expected (5.1x, z=2.7) - spike."
Mysuru,26,2020,5,KARNATAKA POLICE ACT 1963,106,40.5,0.8301,"May 2020: 106 Karnataka Police Act 1963 in Mysuru vs ~40 expected (2.6x, z=4.1) - spike."
Bagalkote,02,2018,3,CrPC,310,88.2,0.8287,"Mar 2018: 310 Crpc in Bagalkote vs ~88 expected (3.5x, z=3.1) - spike."
Bidar,05,2016,8,Karnataka State Local Act,81,24.6,0.8279,"Aug 2016: 81 Karnataka State Local Act in Bidar vs ~25 expected (3.3x, z=3.2) - spike."
Kalaburagi,04,2017,6,CrPC,712,192.2,0.8263,"Jun 2017: 712 Crpc in Kalaburagi vs ~192 expected (3.7x, z=2.9) - spike."
Dakshina Kannada,24,2017,2,Karnataka State Local Act,64,17.1,0.8251,"Feb 2017: 64 Karnataka State Local Act in Dakshina Kannada vs ~17 expected (3.7x, z=2.9) - spike."
Bengaluru Rural,21,2020,12,Karnataka State Local Act,75,20.1,0.8251,"Dec 2020: 75 Karnataka State Local Act in Bengaluru Rural vs ~20 expected (3.7x, z=2.9) - spike."
Ramanagara,29,2017,6,CrPC,689,241.0,0.8216,"Jun 2017: 689 Crpc in Ramanagara vs ~241 expected (2.9x, z=3.4) - spike."
Dakshina Kannada,24,2016,8,CrPC,585,127.2,0.8216,"Aug 2016: 585 Crpc in Dakshina Kannada vs ~127 expected (4.6x, z=2.7) - spike."
Dakshina Kannada,24,2023,11,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,119,34.1,0.8212,"Nov 2023: 119 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~34 expected (3.5x, z=3.0) - spike."
Bengaluru Urban,20,2017,6,NEGLIGENT ACT,804,130.9,0.8206,"Jun 2017: 804 Negligent Act in Bengaluru Urban vs ~131 expected (6.1x, z=2.6) - spike."
Dakshina Kannada,24,2020,9,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,118,33.9,0.8171,"Sep 2020: 118 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~34 expected (3.5x, z=3.0) - spike."
Vijayapura,03,2019,1,KARNATAKA POLICE ACT 1963,153,60.5,0.814,"Jan 2019: 153 Karnataka Police Act 1963 in Vijayapura vs ~60 expected (2.5x, z=3.9) - spike."
Chikkamagaluru,17,2016,6,RIOTS,25,10.2,0.8139,"Jun 2016: 25 Riots in Chikkamagaluru vs ~10 expected (2.4x, z=4.6) - spike."
Ramanagara,29,2017,7,CrPC,509,140.2,0.8134,"Jul 2017: 509 Crpc in Ramanagara vs ~140 expected (3.6x, z=2.8) - spike."
Bengaluru Rural,21,2018,2,CrPC,569,205.8,0.8124,"Feb 2018: 569 Crpc in Bengaluru Rural vs ~206 expected (2.8x, z=3.4) - spike."
Gadag,08,2016,2,CrPC,408,142.0,0.8122,"Feb 2016: 408 Crpc in Gadag vs ~142 expected (2.9x, z=3.3) - spike."
Chitradurga,13,2018,10,THEFT,75,30.0,0.8117,"Oct 2018: 75 Theft in Chitradurga vs ~30 expected (2.5x, z=3.9) - spike."
Yadgir,30,2020,4,KARNATAKA POLICE ACT 1963,82,32.8,0.8117,"Apr 2020: 82 Karnataka Police Act 1963 in Yadgir vs ~33 expected (2.5x, z=3.9) - spike."
Chamarajanagar,27,2017,8,KARNATAKA POLICE ACT 1963,43,15.2,0.8084,"Aug 2017: 43 Karnataka Police Act 1963 in Chamarajanagar vs ~15 expected (2.8x, z=3.5) - spike."
Chamarajanagar,27,2018,4,CrPC,727,270.7,0.8081,"Apr 2018: 727 Crpc in Chamarajanagar vs ~271 expected (2.7x, z=3.6) - spike."
Ramanagara,29,2018,2,CrPC,628,215.0,0.8077,"Feb 2018: 628 Crpc in Ramanagara vs ~215 expected (2.9x, z=3.2) - spike."
Bengaluru Urban,20,2016,7,PUBLIC SAFETY,1800,534.2,0.8066,"Jul 2016: 1,800 Public Safety in Bengaluru Urban vs ~534 expected (3.4x, z=2.9) - spike."
Mandya,22,2023,3,KARNATAKA POLICE ACT 1963,98,38.1,0.8065,"Mar 2023: 98 Karnataka Police Act 1963 in Mandya vs ~38 expected (2.6x, z=3.8) - spike."
Vijayanagara,31,2023,6,MOLESTATION,19,7.1,0.8048,"Jun 2023: 19 Molestation in Vijayanagara vs ~7 expected (2.7x, z=3.8) - spike."
Davanagere,14,2018,2,CrPC,770,305.7,0.8025,"Feb 2018: 770 Crpc in Davanagere vs ~306 expected (2.5x, z=3.8) - spike."
Bengaluru Urban,20,2017,9,NEGLIGENT ACT,833,178.5,0.8023,"Sep 2017: 833 Negligent Act in Bengaluru Urban vs ~178 expected (4.7x, z=2.5) - spike."
Chikkaballapura,28,2022,4,KARNATAKA POLICE ACT 1963,126,49.9,0.7996,"Apr 2022: 126 Karnataka Police Act 1963 in Chikkaballapura vs ~50 expected (2.5x, z=3.8) - spike."
Chamarajanagar,27,2021,6,Karnataka State Local Act,128,50.0,0.7989,"Jun 2021: 128 Karnataka State Local Act in Chamarajanagar vs ~50 expected (2.6x, z=3.6) - spike."
Koppal,07,2018,3,KARNATAKA POLICE ACT 1963,144,57.1,0.7968,"Mar 2018: 144 Karnataka Police Act 1963 in Koppal vs ~57 expected (2.5x, z=3.8) - spike."
Chitradurga,13,2022,5,Karnataka State Local Act,132,50.0,0.7965,"May 2022: 132 Karnataka State Local Act in Chitradurga vs ~50 expected (2.6x, z=3.5) - spike."
Bidar,05,2023,4,Karnataka State Local Act,101,38.1,0.7965,"Apr 2023: 101 Karnataka State Local Act in Bidar vs ~38 expected (2.6x, z=3.6) - spike."
Ballari,12,2023,8,THEFT,62,23.6,0.7965,"Aug 2023: 62 Theft in Ballari vs ~24 expected (2.6x, z=3.5) - spike."
Belagavi,01,2017,10,Karnataka State Local Act,175,59.6,0.7952,"Oct 2017: 175 Karnataka State Local Act in Belagavi vs ~60 expected (2.9x, z=3.1) - spike."
Bengaluru Urban,20,2017,11,NEGLIGENT ACT,924,244.6,0.795,"Nov 2017: 924 Negligent Act in Bengaluru Urban vs ~245 expected (3.8x, z=2.6) - spike."
Belagavi,01,2016,8,CrPC,684,147.0,0.7949,"Aug 2016: 684 Crpc in Belagavi vs ~147 expected (4.7x, z=2.4) - spike."
Yadgir,30,2018,3,CrPC,345,85.0,0.7943,"Mar 2018: 345 Crpc in Yadgir vs ~85 expected (4.1x, z=2.6) - spike."
Raichur,06,2023,6,MISSING PERSON,41,17.0,0.7934,"Jun 2023: 41 Missing Person in Raichur vs ~17 expected (2.4x, z=3.9) - spike."
Ballari,12,2018,10,Karnataka State Local Act,78,26.8,0.793,"Oct 2018: 78 Karnataka State Local Act in Ballari vs ~27 expected (2.9x, z=3.1) - spike."
Chitradurga,13,2023,3,Karnataka State Local Act,135,52.6,0.7923,"Mar 2023: 135 Karnataka State Local Act in Chitradurga vs ~53 expected (2.6x, z=3.6) - spike."
Gadag,08,2016,1,CrPC,271,66.4,0.792,"Jan 2016: 271 Crpc in Gadag vs ~66 expected (4.1x, z=2.5) - spike."
Bidar,05,2017,6,CrPC,565,154.8,0.7916,"Jun 2017: 565 Crpc in Bidar vs ~155 expected (3.7x, z=2.6) - spike."
Vijayapura,03,2017,6,RIOTS,41,17.2,0.7911,"Jun 2017: 41 Riots in Vijayapura vs ~17 expected (2.4x, z=4.0) - spike."
Bidar,05,2023,8,KARNATAKA POLICE ACT 1963,106,42.0,0.7893,"Aug 2023: 106 Karnataka Police Act 1963 in Bidar vs ~42 expected (2.5x, z=3.6) - spike."
Tumakuru,18,2016,8,CrPC,328,65.2,0.7872,"Aug 2016: 328 Crpc in Tumakuru vs ~65 expected (5.0x, z=2.3) - spike."
Bengaluru Urban,20,2017,4,NEGLIGENT ACT,719,109.6,0.7872,"Apr 2017: 719 Negligent Act in Bengaluru Urban vs ~110 expected (6.6x, z=2.3) - spike."
Kolar,19,2023,8,THEFT,70,27.8,0.787,"Aug 2023: 70 Theft in Kolar vs ~28 expected (2.5x, z=3.6) - spike."
Raichur,06,2023,4,MISSING PERSON,37,14.5,0.787,"Apr 2023: 37 Missing Person in Raichur vs ~14 expected (2.6x, z=3.7) - spike."
Belagavi,01,2016,2,CrPC,1020,358.0,0.7867,"Feb 2016: 1,020 Crpc in Belagavi vs ~358 expected (2.8x, z=3.0) - spike."
Kalaburagi,04,2018,4,Karnataka State Local Act,106,40.4,0.7858,"Apr 2018: 106 Karnataka State Local Act in Kalaburagi vs ~40 expected (2.6x, z=3.4) - spike."
Kalaburagi,04,2018,11,Karnataka State Local Act,84,28.0,0.7845,"Nov 2018: 84 Karnataka State Local Act in Kalaburagi vs ~28 expected (3.0x, z=2.9) - spike."
Yadgir,30,2018,4,CrPC,591,233.3,0.7842,"Apr 2018: 591 Crpc in Yadgir vs ~233 expected (2.5x, z=3.5) - spike."
Uttara Kannada,10,2018,4,THEFT,29,10.9,0.7842,"Apr 2018: 29 Theft in Uttara Kannada vs ~11 expected (2.7x, z=3.5) - spike."
Shivamogga,15,2021,5,Karnataka State Local Act,172,70.1,0.7842,"May 2021: 172 Karnataka State Local Act in Shivamogga vs ~70 expected (2.5x, z=3.7) - spike."
Dakshina Kannada,24,2019,2,KARNATAKA POLICE ACT 1963,37,11.9,0.7828,"Feb 2019: 37 Karnataka Police Act 1963 in Dakshina Kannada vs ~12 expected (3.1x, z=2.9) - spike."
Chikkaballapura,28,2019,10,Karnataka State Local Act,193,50.0,0.7824,"Oct 2019: 193 Karnataka State Local Act in Chikkaballapura vs ~50 expected (3.9x, z=2.5) - spike."
Tumakuru,18,2017,5,CrPC,339,75.2,0.7822,"May 2017: 339 Crpc in Tumakuru vs ~75 expected (4.5x, z=2.3) - spike."
Shivamogga,15,2019,1,KARNATAKA POLICE ACT 1963,130,51.2,0.7814,"Jan 2019: 130 Karnataka Police Act 1963 in Shivamogga vs ~51 expected (2.5x, z=3.5) - spike."
Kodagu,25,2023,8,Karnataka State Local Act,30,10.1,0.7805,"Aug 2023: 30 Karnataka State Local Act in Kodagu vs ~10 expected (3.0x, z=3.0) - spike."
Chikkaballapura,28,2020,5,RIOTS,39,17.8,0.7773,"May 2020: 39 Riots in Chikkaballapura vs ~18 expected (2.2x, z=4.0) - spike."
Chitradurga,13,2016,4,KARNATAKA POLICE ACT 1963,254,117.4,0.7767,"Apr 2016: 254 Karnataka Police Act 1963 in Chitradurga vs ~117 expected (2.2x, z=4.1) - spike."
Mysuru,26,2021,6,Karnataka State Local Act,181,68.5,0.7754,"Jun 2021: 181 Karnataka State Local Act in Mysuru vs ~68 expected (2.6x, z=3.3) - spike."
Bidar,05,2023,6,THEFT,54,23.4,0.7751,"Jun 2023: 54 Theft in Bidar vs ~23 expected (2.3x, z=3.9) - spike."
Tumakuru,18,2018,3,KARNATAKA POLICE ACT 1963,192,89.0,0.7745,"Mar 2018: 192 Karnataka Police Act 1963 in Tumakuru vs ~89 expected (2.2x, z=4.0) - spike."
Mysuru,26,2021,5,Karnataka State Local Act,182,69.2,0.7732,"May 2021: 182 Karnataka State Local Act in Mysuru vs ~69 expected (2.6x, z=3.3) - spike."
Dharwad,09,2021,4,Karnataka State Local Act,85,26.9,0.7728,"Apr 2021: 85 Karnataka State Local Act in Dharwad vs ~27 expected (3.2x, z=2.7) - spike."
Mandya,22,2018,3,CrPC,999,366.0,0.7721,"Mar 2018: 999 Crpc in Mandya vs ~366 expected (2.7x, z=3.0) - spike."
Chitradurga,13,2017,6,CrPC,611,214.0,0.7721,"Jun 2017: 611 Crpc in Chitradurga vs ~214 expected (2.9x, z=2.9) - spike."
Koppal,07,2023,12,Karnataka State Local Act,66,20.2,0.7704,"Dec 2023: 66 Karnataka State Local Act in Koppal vs ~20 expected (3.3x, z=2.7) - spike."
Bengaluru Urban,20,2020,9,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,744,232.6,0.7699,"Sep 2020: 744 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~233 expected (3.2x, z=2.6) - spike."
Raichur,06,2017,7,Karnataka State Local Act,88,30.9,0.7698,"Jul 2017: 88 Karnataka State Local Act in Raichur vs ~31 expected (2.9x, z=2.9) - spike."
Bengaluru Rural,21,2023,10,BURGLARY - NIGHT,44,20.9,0.7684,"Oct 2023: 44 Burglary - Night in Bengaluru Rural vs ~21 expected (2.1x, z=4.1) - spike."
Uttara Kannada,10,2022,4,Karnataka State Local Act,71,30.6,0.7682,"Apr 2022: 71 Karnataka State Local Act in Uttara Kannada vs ~31 expected (2.3x, z=3.8) - spike."
Belagavi,01,2023,6,MISSING PERSON,112,53.5,0.7671,"Jun 2023: 112 Missing Person in Belagavi vs ~54 expected (2.1x, z=3.9) - spike."
Dakshina Kannada,24,2023,8,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,103,30.9,0.7669,"Aug 2023: 103 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~31 expected (3.3x, z=2.6) - spike."
Tumakuru,18,2020,2,Karnataka State Local Act,142,44.5,0.7663,"Feb 2020: 142 Karnataka State Local Act in Tumakuru vs ~44 expected (3.2x, z=2.6) - spike."
Vijayanagara,31,2021,7,KARNATAKA POLICE ACT 1963,124,52.8,0.7662,"Jul 2021: 124 Karnataka Police Act 1963 in Vijayanagara vs ~53 expected (2.4x, z=3.7) - spike."
Bidar,05,2018,4,CrPC,810,313.5,0.7654,"Apr 2018: 810 Crpc in Bidar vs ~314 expected (2.6x, z=3.1) - spike."
Ramanagara,29,2020,3,KARNATAKA POLICE ACT 1963,56,21.0,0.7654,"Mar 2020: 56 Karnataka Police Act 1963 in Ramanagara vs ~21 expected (2.7x, z=3.2) - spike."
Kodagu,25,2020,12,Karnataka State Local Act,27,8.5,0.7628,"Dec 2020: 27 Karnataka State Local Act in Kodagu vs ~8 expected (3.2x, z=2.8) - spike."
Shivamogga,15,2022,2,RIOTS,40,16.9,0.7601,"Feb 2022: 40 Riots in Shivamogga vs ~17 expected (2.4x, z=3.6) - spike."
Bidar,05,2023,2,KARNATAKA POLICE ACT 1963,86,32.2,0.7588,"Feb 2023: 86 Karnataka Police Act 1963 in Bidar vs ~32 expected (2.7x, z=3.1) - spike."
Haveri,11,2023,9,THEFT,50,18.9,0.7583,"Sep 2023: 50 Theft in Haveri vs ~19 expected (2.6x, z=3.1) - spike."
Chamarajanagar,27,2016,4,RIOTS,22,9.6,0.7561,"Apr 2016: 22 Riots in Chamarajanagar vs ~10 expected (2.3x, z=3.7) - spike."
Udupi,16,2017,7,CrPC,404,109.2,0.7558,"Jul 2017: 404 Crpc in Udupi vs ~109 expected (3.7x, z=2.3) - spike."
Chamarajanagar,27,2018,4,Karnataka State Local Act,103,38.5,0.7549,"Apr 2018: 103 Karnataka State Local Act in Chamarajanagar vs ~38 expected (2.7x, z=3.0) - spike."
Vijayanagara,31,2019,3,THEFT,51,21.6,0.7547,"Mar 2019: 51 Theft in Vijayanagara vs ~22 expected (2.4x, z=3.6) - spike."
Koppal,07,2018,4,Karnataka State Local Act,75,26.6,0.7526,"Apr 2018: 75 Karnataka State Local Act in Koppal vs ~27 expected (2.8x, z=2.8) - spike."
Ballari,12,2018,3,CrPC,366,139.0,0.7505,"Mar 2018: 366 Crpc in Ballari vs ~139 expected (2.6x, z=3.0) - spike."
Kodagu,25,2016,10,CrPC,460,157.3,0.7498,"Oct 2016: 460 Crpc in Kodagu vs ~157 expected (2.9x, z=2.6) - spike."
